id,description,primary_clue,secondary_issues,primary_category,action,target,symptom,issue_key,is_multi_issue,label_confidence,n_issues,app,__sheet__,id_norm,issue_key_norm,text_used,text_col_used,raw_text_len,norm_text_len,text_key,has_anchor,drop_reason
10010000012413,"在""发现""tab中，上层的滑动广告中，布局无法将两张广告图片的信息完整显示。","在""发现""tab中，上层的滑动广告中，布局无法将两张广告图片的信息完整显示。",,UI/Display,other,page_view,layout_issue,other.page_view.layout_issue,N,High,1,华为运动,华为运动,10010000012413,other.page_view.layout_issue,"在""发现""tab中，上层的滑动广告中，布局无法将两张广告图片的信息完整显示。",primary_clue,38,33,在 发现 tab中 上层的滑动广告中 布局无法将两张广告图片的信息完整显示,1,
10010000012439,在首页点击步数，进入步数页面，显示步数，点击空白处，步数就会消失，在热量页面也是这种现象。影响用户体验,在首页点击步数，进入步数页面，显示步数，点击空白处，步数就会消失，在热量页面也是这种现象。影响用户体验,,Functional-Tracking,step_count,page_view,other,step_count.page_view.other,N,High,1,华为运动,华为运动,10010000012439,step_count.page_view.other,在首页点击步数，进入步数页面，显示步数，点击空白处，步数就会消失，在热量页面也是这种现象。影响用户体验,primary_clue,51,45,在首页点击步数 进入步数页面 显示步数 点击空白处 步数就会消失 在热量页面也是这种现象 影响用户体验,1,
10010000012455,在用户好友界面，点击好友出现详细资料界面，好友资料并不详细，点击头像出现的仅是圆形小图标，不是头像大图。,在用户好友界面，点击好友出现详细资料界面，好友资料并不详细，点击头像出现的仅是圆形小图标，不是头像大图。,,Functional-Social,other,button_icon,other,other.button_icon.other,N,High,1,华为运动,华为运动,10010000012455,other.button_icon.other,在用户好友界面，点击好友出现详细资料界面，好友资料并不详细，点击头像出现的仅是圆形小图标，不是头像大图。,primary_clue,52,47,在用户好友界面 点击好友出现详细资料界面 好友资料并不详细 点击头像出现的仅是圆形小图标 不是头像大图,1,
10010000012457,最上面记录步行步数，运动处运动类型有可以选择步行，功能重复多余,最上面记录步行步数，运动处运动类型有可以选择步行，功能重复多余,,Functional-Tracking,step_count,list_item,other,step_count.list_item.other,N,High,1,华为运动,华为运动,10010000012457,step_count.list_item.other,最上面记录步行步数，运动处运动类型有可以选择步行，功能重复多余,primary_clue,31,29,最上面记录步行步数 运动处运动类型有可以选择步行 功能重复多余,1,
10010000012472,"成功登录并进入应用首页，未发现睡眠模块的记录功能，只有查看详情功能，见截图1
因为没有记录功能，所以查看详情时睡眠模块无数据显示",成功登录并进入应用首页，未发现睡眠模块的记录功能，只有查看详情功能，见截图1,因为没有记录功能，所以查看详情时睡眠模块无数据显示,Functional-Account,login,page_view,other,login.page_view.other,Y,Medium,2,华为运动,华为运动,10010000012472,login.page_view.other,成功登录并进入应用首页，未发现睡眠模块的记录功能，只有查看详情功能，见截图1,primary_clue,38,35,成功登录并进入应用首页 未发现睡眠模块的记录功能 只有查看详情功能 见截图1,1,
10010000012473,首页中，步数下方的8/60分钟含义不清楚，完全没向用户显示出锁代表含义,首页中，步数下方的8/60分钟含义不清楚，完全没向用户显示出锁代表含义,,Functional-Tracking,step_count,page_view,other,step_count.page_view.other,N,High,1,华为运动,华为运动,10010000012473,step_count.page_view.other,首页中，步数下方的8/60分钟含义不清楚，完全没向用户显示出锁代表含义,primary_clue,35,32,首页中 步数下方的8 60分钟含义不清楚 完全没向用户显示出锁代表含义,1,
10010000012485,首页中的每天运动记录柱状高度应该表示的为每天的运动量大小，然而，未来几天还没有测，显示出的柱状图界面容易对用户造成误解,首页中的每天运动记录柱状高度应该表示的为每天的运动量大小，然而，未来几天还没有测，显示出的柱状图界面容易对用户造成误解,,Functional-Tracking,run_walk,page_view,other,run_walk.page_view.other,N,High,1,华为运动,华为运动,10010000012485,run_walk.page_view.other,首页中的每天运动记录柱状高度应该表示的为每天的运动量大小，然而，未来几天还没有测，显示出的柱状图界面容易对用户造成误解,primary_clue,59,56,首页中的每天运动记录柱状高度应该表示的为每天的运动量大小 然而 未来几天还没有测 显示出的柱状图界面容易对用户造成误解,1,
10010000012488,"添加好友后，添加好友群，若所有好友刚开始均为设置用户头像，均为系统默认头像，在群里进行聊天，显示的均为默认头像，多个人聊天时无法确认身份，不知道谁在说话，应该未默认用户头像旁边分配一个用户id,可以将用户区分开。",添加好友后，添加好友群，若所有好友刚开始均为设置用户头像，均为系统默认头像，在群里进行聊天，显示的均为默认头像，多个人聊天时无法确认身…,,Functional-Social,message_send,page_view,cannot_or_fail,message_send.page_view.cannot_or_fail,N,High,1,华为运动,华为运动,10010000012488,message_send.page_view.cannot_or_fail,添加好友后，添加好友群，若所有好友刚开始均为设置用户头像，均为系统默认头像，在群里进行聊天，显示的均为默认头像，多个人聊天时无法确认身…,primary_clue,68,61,添加好友后 添加好友群 若所有好友刚开始均为设置用户头像 均为系统默认头像 在群里进行聊天 显示的均为默认头像 多个人聊天时无法确认身,1,
10010000012537,当开始跑步和停止跑步时的系统提示音太大，出乎意料的就响了，给用户造成极大的不满，甚至吓一跳！！！用户体验极为不好！！,当开始跑步和停止跑步时的系统提示音太大，出乎意料的就响了，给用户造成极大的不满，甚至吓一跳！！！用户体验极为不好！！,,Functional-Tracking,run_walk,other,other,run_walk.other.other,N,High,1,华为运动,华为运动,10010000012537,run_walk.other.other,当开始跑步和停止跑步时的系统提示音太大，出乎意料的就响了，给用户造成极大的不满，甚至吓一跳！！！用户体验极为不好！！,primary_clue,58,50,当开始跑步和停止跑步时的系统提示音太大 出乎意料的就响了 给用户造成极大的不满 甚至吓一跳 用户体验极为不好,1,
10010000012544,在发现页面，选择活动按钮，进入活动页面后，一些已经结束的活动仍然存在，如果用户没有看到活动已结束的话，就会点进去查看活动的详细信息，浪费时间。,在发现页面，选择活动按钮，进入活动页面后，一些已经结束的活动仍然存在，如果用户没有看到活动已结束的话，就会点进去查看活动的详细信息，浪…,,UI/Display,other,button_icon,other,other.button_icon.other,N,Medium,1,华为运动,华为运动,10010000012544,other.button_icon.other,在发现页面，选择活动按钮，进入活动页面后，一些已经结束的活动仍然存在，如果用户没有看到活动已结束的话，就会点进去查看活动的详细信息，浪…,primary_clue,68,61,在发现页面 选择活动按钮 进入活动页面后 一些已经结束的活动仍然存在 如果用户没有看到活动已结束的话 就会点进去查看活动的详细信息 浪,1,
10010000012550,没有搜索功能，用户无法搜索想要的内容,没有搜索功能，用户无法搜索想要的内容,,Functional-Search,search,other,cannot_or_fail,search.other.cannot_or_fail,N,High,1,华为运动,华为运动,10010000012550,search.other.cannot_or_fail,没有搜索功能，用户无法搜索想要的内容,primary_clue,18,17,没有搜索功能 用户无法搜索想要的内容,1,
10010000012558,地图不是很清楚，没有0.5公里播报的功能。一般运动类app都有语音提示用户此时已经运动的距离和步数，使用户可以对自己所运动的情况有一个完整的了解和把握。而此app没有响应功能，属于功能不完整的情况。严重等级为严重。,地图不是很清楚，没有0.5公里播报的功能。一般运动类app都有语音提示用户此时已经运动的距离和步数，使用户可以对自己所运动的情况有一个…,,Functional-Tracking,step_count,step,other,step_count.step.other,N,High,1,华为运动,华为运动,10010000012558,step_count.step.other,地图不是很清楚，没有0.5公里播报的功能。一般运动类app都有语音提示用户此时已经运动的距离和步数，使用户可以对自己所运动的情况有一个…,primary_clue,68,63,地图不是很清楚 没有0 5公里播报的功能 一般运动类app都有语音提示用户此时已经运动的距离和步数 使用户可以对自己所运动的情况有一个,1,
10010000012596,"在步数详细界面，无法导出详细的运动数据
建议：可以导出到Excel",在步数详细界面，无法导出详细的运动数据,建议：可以导出到Excel,Functional-Tracking,step_count,page_view,cannot_or_fail,step_count.page_view.cannot_or_fail,Y,Medium,2,华为运动,华为运动,10010000012596,step_count.page_view.cannot_or_fail,在步数详细界面，无法导出详细的运动数据,primary_clue,19,18,在步数详细界面 无法导出详细的运动数据,1,
10010000012602,标题栏推荐活动中，只推荐了2个活动，但是活动中有4个活动在进行中,标题栏推荐活动中，只推荐了2个活动，但是活动中有4个活动在进行中,,Other,other,other,other,other.other.other,N,Medium,1,华为运动,华为运动,10010000012602,other.other.other,标题栏推荐活动中，只推荐了2个活动，但是活动中有4个活动在进行中,primary_clue,32,30,标题栏推荐活动中 只推荐了2个活动 但是活动中有4个活动在进行中,1,
10010000012629,发现_活动页面，无法进行活动搜索，只能选择推荐的活动,发现_活动页面，无法进行活动搜索，只能选择推荐的活动,,Functional-Search,search,page_view,cannot_or_fail,search.page_view.cannot_or_fail,N,High,1,华为运动,华为运动,10010000012629,search.page_view.cannot_or_fail,发现_活动页面，无法进行活动搜索，只能选择推荐的活动,primary_clue,26,23,发现 活动页面 无法进行活动搜索 只能选择推荐的活动,1,
10010000012633,没有体重和周的月曲线图，而且不能动态查询，比较不方便。,没有体重和周的月曲线图，而且不能动态查询，比较不方便。,,UI/Display,other,other,cannot_or_fail,other.other.cannot_or_fail,N,Medium,1,华为运动,华为运动,10010000012633,other.other.cannot_or_fail,没有体重和周的月曲线图，而且不能动态查询，比较不方便。,primary_clue,27,24,没有体重和周的月曲线图 而且不能动态查询 比较不方便,1,
10010000012636,用户可以不设定昵称，这样在查看排行榜时，根本分不清谁是谁，很不方便。,用户可以不设定昵称，这样在查看排行榜时，根本分不清谁是谁，很不方便。,,UI/Display,other,other,other,other.other.other,N,Medium,1,华为运动,华为运动,10010000012636,other.other.other,用户可以不设定昵称，这样在查看排行榜时，根本分不清谁是谁，很不方便。,primary_clue,34,30,用户可以不设定昵称 这样在查看排行榜时 根本分不清谁是谁 很不方便,1,
10010000012646,发现页面不能进行相关训练搜索，作为初学者，应该预防不合理锻炼对身体造成的伤害，可以进行相关训练视频的推荐进行下载，可以查看对此视频的评论和点击量。针对用户推荐热门视频。,发现页面不能进行相关训练搜索，作为初学者，应该预防不合理锻炼对身体造成的伤害，可以进行相关训练视频的推荐进行下载，可以查看对此视频的评…,,Functional-Search,search,page_view,cannot_or_fail,search.page_view.cannot_or_fail,N,High,1,华为运动,华为运动,10010000012646,search.page_view.cannot_or_fail,发现页面不能进行相关训练搜索，作为初学者，应该预防不合理锻炼对身体造成的伤害，可以进行相关训练视频的推荐进行下载，可以查看对此视频的评…,primary_clue,68,63,发现页面不能进行相关训练搜索 作为初学者 应该预防不合理锻炼对身体造成的伤害 可以进行相关训练视频的推荐进行下载 可以查看对此视频的评,1,
10010000012649,无法按照日期先后排序而是按添加顺序排序,无法按照日期先后排序而是按添加顺序排序,,Other,sort,other,cannot_or_fail,sort.other.cannot_or_fail,N,Medium,1,华为运动,华为运动,10010000012649,sort.other.cannot_or_fail,无法按照日期先后排序而是按添加顺序排序,primary_clue,19,19,无法按照日期先后排序而是按添加顺序排序,1,
10010000012651,睡眠功能没有任何提示信息，不知道如何去用，数据无显示,睡眠功能没有任何提示信息，不知道如何去用，数据无显示,,Other,other,other,other,other.other.other,N,Medium,1,华为运动,华为运动,10010000012651,other.other.other,睡眠功能没有任何提示信息，不知道如何去用，数据无显示,primary_clue,26,24,睡眠功能没有任何提示信息 不知道如何去用 数据无显示,1,
10010000012655,在发现中的排行榜中，只能显示自己与好友的排名，而不能跟同地区，或者更大面的人的对比，功能极为不完整！！！无法得到与别人的对比！！！,在发现中的排行榜中，只能显示自己与好友的排名，而不能跟同地区，或者更大面的人的对比，功能极为不完整！！！无法得到与别人的对比！！！,,Functional-Social,other,chat,cannot_or_fail,other.chat.cannot_or_fail,N,High,1,华为运动,华为运动,10010000012655,other.chat.cannot_or_fail,在发现中的排行榜中，只能显示自己与好友的排名，而不能跟同地区，或者更大面的人的对比，功能极为不完整！！！无法得到与别人的对比！！！,primary_clue,65,55,在发现中的排行榜中 只能显示自己与好友的排名 而不能跟同地区 或者更大面的人的对比 功能极为不完整 无法得到与别人的对比,1,
10010000012662,只能看到整体的运动情况，不能看到我每天的运动情况，对很多用户不方便。,只能看到整体的运动情况，不能看到我每天的运动情况，对很多用户不方便。,,Functional-Tracking,run_walk,other,cannot_or_fail,run_walk.other.cannot_or_fail,N,High,1,华为运动,华为运动,10010000012662,run_walk.other.cannot_or_fail,只能看到整体的运动情况，不能看到我每天的运动情况，对很多用户不方便。,primary_clue,34,31,只能看到整体的运动情况 不能看到我每天的运动情况 对很多用户不方便,1,
10010000012667,在我的卡卡中，只能获得卡卡后才能知道卡卡的具体情况，这个用户极为反感，在不知情的情况下就去进行获得是不情愿的，用户体验极差！！！！,在我的卡卡中，只能获得卡卡后才能知道卡卡的具体情况，这个用户极为反感，在不知情的情况下就去进行获得是不情愿的，用户体验极差！！！！,,UI/Display,other,other,other,other.other.other,N,Medium,1,华为运动,华为运动,10010000012667,other.other.other,在我的卡卡中，只能获得卡卡后才能知道卡卡的具体情况，这个用户极为反感，在不知情的情况下就去进行获得是不情愿的，用户体验极差！！！！,primary_clue,65,57,在我的卡卡中 只能获得卡卡后才能知道卡卡的具体情况 这个用户极为反感 在不知情的情况下就去进行获得是不情愿的 用户体验极差,1,
10010000012669,消息中心无提示，不知道是没有消息还是有问题，应该给用户个提示，这样，用户才不会白等,消息中心无提示，不知道是没有消息还是有问题，应该给用户个提示，这样，用户才不会白等,,Functional-Social,message_send,chat,no_prompt,message_send.chat.no_prompt,N,High,1,华为运动,华为运动,10010000012669,message_send.chat.no_prompt,消息中心无提示，不知道是没有消息还是有问题，应该给用户个提示，这样，用户才不会白等,primary_clue,41,37,消息中心无提示 不知道是没有消息还是有问题 应该给用户个提示 这样 用户才不会白等,1,
10010000012671,没有对个人运动记录，好友数进行显示,没有对个人运动记录，好友数进行显示,,Functional-Social,run_walk,list_item,other,run_walk.list_item.other,N,High,1,华为运动,华为运动,10010000012671,run_walk.list_item.other,没有对个人运动记录，好友数进行显示,primary_clue,17,16,没有对个人运动记录 好友数进行显示,1,
10010000012681,无法收藏发现里面自己运动结果好的运动记录,无法收藏发现里面自己运动结果好的运动记录,,Functional-Tracking,run_walk,list_item,cannot_or_fail,run_walk.list_item.cannot_or_fail,N,High,1,华为运动,华为运动,10010000012681,run_walk.list_item.cannot_or_fail,无法收藏发现里面自己运动结果好的运动记录,primary_clue,20,20,无法收藏发现里面自己运动结果好的运动记录,1,
10010000012395,图一群聊信息界面我的昵称应变成刘，但图二返回群聊信息界面仍显示为我以前的昵称Sunny，修改我的昵称功能没有实现,图一群聊信息界面我的昵称应变成刘，但图二返回群聊信息界面仍显示为我以前的昵称Sunny，修改我的昵称功能没有实现,,Functional-Social,groupchat,page_view,other,groupchat.page_view.other,N,High,1,华为运动,华为运动,10010000012395,groupchat.page_view.other,图一群聊信息界面我的昵称应变成刘，但图二返回群聊信息界面仍显示为我以前的昵称Sunny，修改我的昵称功能没有实现,primary_clue,56,54,图一群聊信息界面我的昵称应变成刘 但图二返回群聊信息界面仍显示为我以前的昵称sunny 修改我的昵称功能没有实现,1,
10010000012553,在我的界面点击头像，进入后修改昵称，修改完成后直接关闭运动健康，再次打开运动健康，进入    我的    界面，显示的昵称仍然是修改前的昵称。,在我的界面点击头像，进入后修改昵称，修改完成后直接关闭运动健康，再次打开运动健康，进入 我的 界面，显示的昵称仍然是修改前的昵称。,,Functional-Tracking,run_walk,page_view,other,run_walk.page_view.other,N,High,1,华为运动,华为运动,10010000012553,run_walk.page_view.other,在我的界面点击头像，进入后修改昵称，修改完成后直接关闭运动健康，再次打开运动健康，进入 我的 界面，显示的昵称仍然是修改前的昵称。,primary_clue,65,57,在我的界面点击头像 进入后修改昵称 修改完成后直接关闭运动健康 再次打开运动健康 进入 我的 界面 显示的昵称仍然是修改前的昵称,1,
10010000012597,"在""我的""界面点击用户头像不能直接进行头像更换，需要跳转到账号中心，然后再点击用户头像，跳转到个人信息才能进行头像修改，很不方便。","在""我的""界面点击用户头像不能直接进行头像更换，需要跳转到账号中心，然后再点击用户头像，跳转到个人信息才能进行头像修改，很不方便。",,Functional-Account,other,page_view,cannot_or_fail,other.page_view.cannot_or_fail,N,High,1,华为运动,华为运动,10010000012597,other.page_view.cannot_or_fail,"在""我的""界面点击用户头像不能直接进行头像更换，需要跳转到账号中心，然后再点击用户头像，跳转到个人信息才能进行头像修改，很不方便。",primary_clue,65,58,在 我的 界面点击用户头像不能直接进行头像更换 需要跳转到账号中心 然后再点击用户头像 跳转到个人信息才能进行头像修改 很不方便,1,
10010000012600,在账号中心，点击头像进去的个性设置中，设置的自己的信息，但是在我的里面点击我的信息，却是默认的信息，之前的改变并没有更新到我的信息里面。,在账号中心，点击头像进去的个性设置中，设置的自己的信息，但是在我的里面点击我的信息，却是默认的信息，之前的改变并没有更新到我的信息里面。,,Functional-Account,settings,page_view,other,settings.page_view.other,N,High,1,华为运动,华为运动,10010000012600,settings.page_view.other,在账号中心，点击头像进去的个性设置中，设置的自己的信息，但是在我的里面点击我的信息，却是默认的信息，之前的改变并没有更新到我的信息里面。,primary_clue,68,62,在账号中心 点击头像进去的个性设置中 设置的自己的信息 但是在我的里面点击我的信息 却是默认的信息 之前的改变并没有更新到我的信息里面,1,
10010000012605,编辑个人头像时，写的需要审核，但是未经过审核直接更改成功,编辑个人头像时，写的需要审核，但是未经过审核直接更改成功,,Other,other,other,other,other.other.other,N,Medium,1,华为运动,华为运动,10010000012605,other.other.other,编辑个人头像时，写的需要审核，但是未经过审核直接更改成功,primary_clue,28,26,编辑个人头像时 写的需要审核 但是未经过审核直接更改成功,1,
10010000012628,在我的页面，还有个头像点击的按钮能跳转到另一个我的页面，这两个页面极为相似，在设计页面时，考虑不周到，可以将两个页面合二为一！！！,在我的页面，还有个头像点击的按钮能跳转到另一个我的页面，这两个页面极为相似，在设计页面时，考虑不周到，可以将两个页面合二为一！！！,,UI/Display,other,button_icon,other,other.button_icon.other,N,Medium,1,华为运动,华为运动,10010000012628,other.button_icon.other,在我的页面，还有个头像点击的按钮能跳转到另一个我的页面，这两个页面极为相似，在设计页面时，考虑不周到，可以将两个页面合二为一！！！,primary_clue,65,57,在我的页面 还有个头像点击的按钮能跳转到另一个我的页面 这两个页面极为相似 在设计页面时 考虑不周到 可以将两个页面合二为一,1,
10010000012634,在我的界面点击头像，进入后修改头像，随后关闭运动健康，再次打开运动健康，进入我的界面，头像仍然是修改前的头像。,在我的界面点击头像，进入后修改头像，随后关闭运动健康，再次打开运动健康，进入我的界面，头像仍然是修改前的头像。,,Functional-Tracking,run_walk,page_view,other,run_walk.page_view.other,N,High,1,华为运动,华为运动,10010000012634,run_walk.page_view.other,在我的界面点击头像，进入后修改头像，随后关闭运动健康，再次打开运动健康，进入我的界面，头像仍然是修改前的头像。,primary_clue,55,49,在我的界面点击头像 进入后修改头像 随后关闭运动健康 再次打开运动健康 进入我的界面 头像仍然是修改前的头像,1,
10010000012647,在我的页面，修改个人信息的页面中，在设置中又包含一个设置，而且是直接显示出来，显得页面不美观。繁琐。页面布局存在严重的缺陷！！！,在我的页面，修改个人信息的页面中，在设置中又包含一个设置，而且是直接显示出来，显得页面不美观。繁琐。页面布局存在严重的缺陷！！！,,UI/Display,settings,page_view,layout_issue,settings.page_view.layout_issue,N,High,1,华为运动,华为运动,10010000012647,settings.page_view.layout_issue,在我的页面，修改个人信息的页面中，在设置中又包含一个设置，而且是直接显示出来，显得页面不美观。繁琐。页面布局存在严重的缺陷！！！,primary_clue,64,55,在我的页面 修改个人信息的页面中 在设置中又包含一个设置 而且是直接显示出来 显得页面不美观 繁琐 页面布局存在严重的缺陷,1,
10010000012407,我在发现页面里进入表项，选择目标，体重竟然可以选择0，而当用户选择了0之后保存，结果又变成了60,我在发现页面里进入表项，选择目标，体重竟然可以选择0，而当用户选择了0之后保存，结果又变成了60,,UI/Display,settings,page_view,other,settings.page_view.other,N,Medium,1,华为运动,华为运动,10010000012407,settings.page_view.other,我在发现页面里进入表项，选择目标，体重竟然可以选择0，而当用户选择了0之后保存，结果又变成了60,primary_clue,48,44,我在发现页面里进入表项 选择目标 体重竟然可以选择0 而当用户选择了0之后保存 结果又变成了60,1,
10010000012428,设置体重的时候应该设置为0公斤，保存当前目标，再次查看我的目标，体重目标变成60公斤。,设置体重的时候应该设置为0公斤，保存当前目标，再次查看我的目标，体重目标变成60公斤。,,Other,settings,page_view,other,settings.page_view.other,N,Medium,1,华为运动,华为运动,10010000012428,settings.page_view.other,设置体重的时候应该设置为0公斤，保存当前目标，再次查看我的目标，体重目标变成60公斤。,primary_clue,43,39,设置体重的时候应该设置为0公斤 保存当前目标 再次查看我的目标 体重目标变成60公斤,1,
10010000012480,"图一将体重记录应为40公斤，图二但显示为50.6公斤
图三将体重记录应为70公斤，但显示为57.8公斤，体重无规律的变动，造成用户体验不好",图一将体重记录应为40公斤，图二但显示为50.6公斤,图三将体重记录应为70公斤，但显示为57.8公斤，体重无规律的变动，造成用户体验不好,Other,other,list_item,other,other.list_item.other,Y,Medium,2,华为运动,华为运动,10010000012480,other.list_item.other,图一将体重记录应为40公斤，图二但显示为50.6公斤,primary_clue,26,24,图一将体重记录应为40公斤 图二但显示为50 6公斤,1,
10010000012498,在跑步的时候，用户跑步的公里数不给于显示，但是在结束运动返回到首页的时候却有步数的显示，前后不一致，,在跑步的时候，用户跑步的公里数不给于显示，但是在结束运动返回到首页的时候却有步数的显示，前后不一致，,,Functional-Tracking,step_count,page_view,other,step_count.page_view.other,N,High,1,华为运动,华为运动,10010000012498,step_count.page_view.other,在跑步的时候，用户跑步的公里数不给于显示，但是在结束运动返回到首页的时候却有步数的显示，前后不一致，,primary_clue,50,46,在跑步的时候 用户跑步的公里数不给于显示 但是在结束运动返回到首页的时候却有步数的显示 前后不一致,1,
10010000012514,"在从跑步页面返回到主页面并且用户有运动量后，在运动模块依旧显示""暂无数据，开始跑步吧""。","在从跑步页面返回到主页面并且用户有运动量后，在运动模块依旧显示""暂无数据，开始跑步吧""。",,Functional-Tracking,run_walk,page_view,other,run_walk.page_view.other,N,High,1,华为运动,华为运动,10010000012514,run_walk.page_view.other,"在从跑步页面返回到主页面并且用户有运动量后，在运动模块依旧显示""暂无数据，开始跑步吧""。",primary_clue,44,39,在从跑步页面返回到主页面并且用户有运动量后 在运动模块依旧显示 暂无数据 开始跑步吧,1,
10010000012516,我的成绩单里的步数与实际运动后显示的步数不一致,我的成绩单里的步数与实际运动后显示的步数不一致,,Functional-Tracking,step_count,step,other,step_count.step.other,N,High,1,华为运动,华为运动,10010000012516,step_count.step.other,我的成绩单里的步数与实际运动后显示的步数不一致,primary_clue,23,23,我的成绩单里的步数与实际运动后显示的步数不一致,1,
10010000012548,点击查看排行榜，自己出现了两次，步数是一样的，点击分享，观察到自己的好友有两位，点击我的好友，界面显示我的好友只有一位,点击查看排行榜，自己出现了两次，步数是一样的，点击分享，观察到自己的好友有两位，点击我的好友，界面显示我的好友只有一位,,Functional-Share,share,page_view,other,share.page_view.other,N,High,1,华为运动,华为运动,10010000012548,share.page_view.other,点击查看排行榜，自己出现了两次，步数是一样的，点击分享，观察到自己的好友有两位，点击我的好友，界面显示我的好友只有一位,primary_clue,59,53,点击查看排行榜 自己出现了两次 步数是一样的 点击分享 观察到自己的好友有两位 点击我的好友 界面显示我的好友只有一位,1,
10010000012564,我只运动了一次，然而在排行榜中与偶两条记录，并且，皇冠显示在了第二条上,我只运动了一次，然而在排行榜中与偶两条记录，并且，皇冠显示在了第二条上,,Functional-Tracking,run_walk,list_item,other,run_walk.list_item.other,N,High,1,华为运动,华为运动,10010000012564,run_walk.list_item.other,我只运动了一次，然而在排行榜中与偶两条记录，并且，皇冠显示在了第二条上,primary_clue,35,32,我只运动了一次 然而在排行榜中与偶两条记录 并且 皇冠显示在了第二条上,1,
10010000012567,在用户进入app时、个人信息自动修改为默认值，根据BEE能量代谢表达式，但是一个女性用户与男性用户差距过大，在未提醒修改个人信息的情况，首页所给出的能量消耗数值不标准。,在用户进入app时、个人信息自动修改为默认值，根据BEE能量代谢表达式，但是一个女性用户与男性用户差距过大，在未提醒修改个人信息的情况…,,Other,notification,page_view,other,notification.page_view.other,N,Medium,1,华为运动,华为运动,10010000012567,notification.page_view.other,在用户进入app时、个人信息自动修改为默认值，根据BEE能量代谢表达式，但是一个女性用户与男性用户差距过大，在未提醒修改个人信息的情况…,primary_clue,68,63,在用户进入app时 个人信息自动修改为默认值 根据bee能量代谢表达式 但是一个女性用户与男性用户差距过大 在未提醒修改个人信息的情况,1,
10010000012573,当距离小于移动力显示不计入统计，但是记录中仍然有记录,当距离小于移动力显示不计入统计，但是记录中仍然有记录,,Functional-Tracking,other,list_item,other,other.list_item.other,N,High,1,华为运动,华为运动,10010000012573,other.list_item.other,当距离小于移动力显示不计入统计，但是记录中仍然有记录,primary_clue,26,25,当距离小于移动力显示不计入统计 但是记录中仍然有记录,1,
10010000012584,进行了两次运动，但是记录的先后顺序错误,进行了两次运动，但是记录的先后顺序错误,,Functional-Tracking,run_walk,list_item,wrong_value,run_walk.list_item.wrong_value,N,High,1,华为运动,华为运动,10010000012584,run_walk.list_item.wrong_value,进行了两次运动，但是记录的先后顺序错误,primary_clue,19,18,进行了两次运动 但是记录的先后顺序错误,1,
10010000012598,我的成绩单，信息查看，累计距离不正确,我的成绩单，信息查看，累计距离不正确,,Functional-Tracking,other,step,wrong_value,other.step.wrong_value,N,High,1,华为运动,华为运动,10010000012598,other.step.wrong_value,我的成绩单，信息查看，累计距离不正确,primary_clue,18,16,我的成绩单 信息查看 累计距离不正确,1,
10010000012599,没有好友，然而显示出战胜1.22%的人,没有好友，然而显示出战胜1.22%的人,,Functional-Social,other,chat,other,other.chat.other,N,High,1,华为运动,华为运动,10010000012599,other.chat.other,没有好友，然而显示出战胜1.22%的人,primary_clue,19,16,没有好友 然而显示出战胜1 22 的人,1,
10010000012606,首页_排行_排行榜，显示我今日运动步数，不过在首页运动中仍旧没有显示,首页_排行_排行榜，显示我今日运动步数，不过在首页运动中仍旧没有显示,,Functional-Tracking,step_count,page_view,other,step_count.page_view.other,N,High,1,华为运动,华为运动,10010000012606,step_count.page_view.other,首页_排行_排行榜，显示我今日运动步数，不过在首页运动中仍旧没有显示,primary_clue,34,30,首页 排行 排行榜 显示我今日运动步数 不过在首页运动中仍旧没有显示,1,
10010000012619,测试时间是12.10，但是数据多出了一个12.09的数据,测试时间是12.10，但是数据多出了一个12.09的数据,,Other,other,step,other,other.step.other,N,Medium,1,华为运动,华为运动,10010000012619,other.step.other,测试时间是12.10，但是数据多出了一个12.09的数据,primary_clue,28,25,测试时间是12 10 但是数据多出了一个12 09的数据,1,
10010000012624,在测试app时，运动情况的统计的月度统计应该是1-30号来统计，而不是一个月的时间窗口来统计，周统计也是这样。属于用户体验不太好，复现程度为必现，严重等级为严重。,在测试app时，运动情况的统计的月度统计应该是1,30号来统计，而不是一个月的时间窗口来统计，周统计也是这样。属于用户体验不太好，复现程度为必现，严重等级为严重。,Functional-Tracking,run_walk,other,other,run_walk.other.other,Y,Medium,2,华为运动,华为运动,10010000012624,run_walk.other.other,在测试app时，运动情况的统计的月度统计应该是1,primary_clue,24,23,在测试app时 运动情况的统计的月度统计应该是1,1,
10010000012638,在我的成绩单中，一个页面显示最近一周战胜为0.00%，而在点开我的成绩单页面后，显示为战胜了0.28%的人，这是性能不准确，无法实时传输数据！！！,在我的成绩单中，一个页面显示最近一周战胜为0.00%，而在点开我的成绩单页面后，显示为战胜了0.28%的人，这是性能不准确，无法实时传…,,UI/Display,other,page_view,cannot_or_fail,other.page_view.cannot_or_fail,N,Medium,1,华为运动,华为运动,10010000012638,other.page_view.cannot_or_fail,在我的成绩单中，一个页面显示最近一周战胜为0.00%，而在点开我的成绩单页面后，显示为战胜了0.28%的人，这是性能不准确，无法实时传…,primary_clue,68,58,在我的成绩单中 一个页面显示最近一周战胜为0 00 而在点开我的成绩单页面后 显示为战胜了0 28 的人 这是性能不准确 无法实时传,1,
